model,jammer_mode,train_seed,episode,epsilon,return,collisions,collision_rate,switches,switch_rate,steps,mean_td_mse,updates
hnp,sweeping,1,174,0.05434782608695653,93.70000000000005,1,0.01,44,0.44,100,0.00668647289974615,17437
hnp,sweeping,1,175,0.05405405405405406,93.70000000000005,1,0.01,44,0.44,100,0.006991938843857497,17537
hnp,sweeping,1,176,0.05376344086021505,94.00000000000003,1,0.01,41,0.41,100,0.008115620024036617,17637
hnp,sweeping,1,177,0.053475935828877004,91.90000000000003,2,0.02,43,0.43,100,0.0075166916125454005,17737
hnp,sweeping,1,178,0.05319148936170213,94.50000000000003,1,0.01,36,0.36,100,0.007434179709525779,17837
hnp,sweeping,1,179,0.052910052910052914,94.20000000000005,1,0.01,39,0.39,100,0.008312711378093808,17937
hnp,sweeping,1,180,0.05263157894736842,94.10000000000004,1,0.01,40,0.4,100,0.006681449504103511,18037
hnp,sweeping,1,181,0.05235602094240837,96.60000000000002,0,0.0,34,0.34,100,0.0072223147307522596,18137
hnp,sweeping,1,182,0.052083333333333336,94.10000000000004,1,0.01,40,0.4,100,0.006518643391318619,18237
hnp,sweeping,1,183,0.05181347150259067,96.10000000000005,0,0.0,39,0.39,100,0.005970200590090826,18337
hnp,sweeping,1,184,0.051546391752577324,96.20000000000003,0,0.0,38,0.38,100,0.01062886484665796,18437
hnp,sweeping,1,185,0.05128205128205128,95.90000000000005,0,0.0,41,0.41,100,0.005900537079432979,18537
hnp,sweeping,1,186,0.0510204081632653,96.00000000000006,0,0.0,40,0.4,100,0.010666158790700138,18637
hnp,sweeping,1,187,0.050761421319796954,95.20000000000003,0,0.0,48,0.48,100,0.00822950727189891,18737
hnp,sweeping,1,188,0.050505050505050504,95.90000000000003,0,0.0,41,0.41,100,0.009466517828404903,18837
hnp,sweeping,1,189,0.05025125628140704,93.80000000000004,1,0.01,43,0.43,100,0.007417017736006528,18937
hnp,sweeping,1,190,0.05,95.50000000000007,0,0.0,45,0.45,100,0.012757300941739231,19037
hnp,sweeping,1,191,0.04975124378109452,96.20000000000005,0,0.0,38,0.38,100,0.007465160188730806,19137
hnp,sweeping,1,192,0.04950495049504951,96.50000000000003,0,0.0,35,0.35,100,0.007642936303745955,19237
hnp,sweeping,1,193,0.04926108374384236,92.30000000000004,2,0.02,39,0.39,100,0.009337859533261508,19337
hnp,sweeping,1,194,0.04901960784313726,95.50000000000006,0,0.0,45,0.45,100,0.0064336542505770925,19437
hnp,sweeping,1,195,0.04878048780487805,95.60000000000005,0,0.0,44,0.44,100,0.006367680083494634,19537
hnp,sweeping,1,196,0.04854368932038835,96.00000000000004,0,0.0,40,0.4,100,0.008176231456454843,19637
hnp,sweeping,1,197,0.04830917874396135,94.40000000000003,1,0.01,37,0.37,100,0.005869119521230459,19737
hnp,sweeping,1,198,0.04807692307692307,94.00000000000003,1,0.01,41,0.41,100,0.009784292639233172,19837
hnp,sweeping,1,199,0.04784688995215311,96.40000000000003,0,0.0,36,0.36,100,0.006219112122198567,19937
hnp,sweeping,2,0,1.0,75.60000000000002,8,0.08,92,0.92,100,0.18608638462988106,37
hnp,sweeping,2,1,0.9090909090909091,70.19999999999996,11,0.11,87,0.87,100,0.06937826588749886,137
hnp,sweeping,2,2,0.8333333333333334,66.69999999999993,13,0.13,84,0.84,100,0.03598059584386647,237
hnp,sweeping,2,3,0.7692307692307692,75.60000000000004,8,0.08,90,0.9,100,0.015493065388873219,337
hnp,sweeping,2,4,0.7142857142857143,78.10000000000002,7,0.07,86,0.86,100,0.01871391511056572,437
hnp,sweeping,2,5,0.6666666666666666,76.79999999999998,8,0.08,80,0.8,100,0.008150880059693008,537
hnp,sweeping,2,6,0.625,76.30000000000001,8,0.08,84,0.84,100,0.006058019637130201,637
hnp,sweeping,2,7,0.5882352941176471,72.69999999999997,10,0.1,82,0.82,100,0.0040857375878840686,737
hnp,sweeping,2,8,0.5555555555555556,74.69999999999999,9,0.09,80,0.8,100,0.003399024750106037,837
hnp,sweeping,2,9,0.5263157894736842,86.20000000000005,3,0.03,81,0.81,100,0.007679376953747124,937
hnp,sweeping,2,10,0.5,80.30000000000003,6,0.06,83,0.83,100,0.004155027063097805,1037
hnp,sweeping,2,11,0.47619047619047616,77.00000000000001,8,0.08,77,0.77,100,0.00658936359686777,1137
hnp,sweeping,2,12,0.45454545454545453,82.60000000000004,5,0.05,77,0.77,100,0.005690354383550584,1237
hnp,sweeping,2,13,0.4347826086956522,84.10000000000004,4,0.04,81,0.81,100,0.005966466744430363,1337
hnp,sweeping,2,14,0.4166666666666667,82.60000000000005,5,0.05,79,0.79,100,0.004898108835332096,1437
hnp,sweeping,2,15,0.4,86.20000000000006,3,0.03,80,0.8,100,0.0058620354463346305,1537
hnp,sweeping,2,16,0.3846153846153846,79.19999999999999,7,0.07,73,0.73,100,0.0042630119249224665,1637
hnp,sweeping,2,17,0.37037037037037035,88.70000000000005,2,0.02,75,0.75,100,0.0064260288560763,1737
hnp,sweeping,2,18,0.35714285714285715,80.30000000000001,6,0.06,80,0.8,100,0.009884026693180203,1837
hnp,sweeping,2,19,0.3448275862068966,77.19999999999997,8,0.08,75,0.75,100,0.006415770840831101,1937
hnp,sweeping,2,20,0.3333333333333333,84.30000000000004,4,0.04,81,0.81,100,0.00637404226930812,2037
hnp,sweeping,2,21,0.3225806451612903,87.10000000000005,3,0.03,72,0.72,100,0.00703336089849472,2137
hnp,sweeping,2,22,0.3125,84.90000000000005,4,0.04,75,0.75,100,0.0061296044220216575,2237
hnp,sweeping,2,23,0.30303030303030304,87.30000000000007,3,0.03,70,0.7,100,0.004367128009907901,2337
hnp,sweeping,2,24,0.29411764705882354,91.00000000000003,1,0.01,71,0.71,100,0.0072412602254189554,2437
hnp,sweeping,2,25,0.2857142857142857,86.30000000000004,3,0.03,80,0.8,100,0.008096010787412525,2537
hnp,sweeping,2,26,0.2777777777777778,88.90000000000008,2,0.02,72,0.72,100,0.0059064255189150575,2637
hnp,sweeping,2,27,0.27027027027027023,77.60000000000001,8,0.08,72,0.72,100,0.007283688480965793,2737
hnp,sweeping,2,28,0.2631578947368421,91.00000000000007,1,0.01,70,0.7,100,0.006010413160547614,2837
hnp,sweeping,2,29,0.25641025641025644,86.40000000000005,3,0.03,79,0.79,100,0.008734618604648858,2937
hnp,sweeping,2,30,0.25,85.00000000000007,4,0.04,73,0.73,100,0.007430367660708726,3037
hnp,sweeping,2,31,0.24390243902439027,82.60000000000002,5,0.05,78,0.78,100,0.0058995855087414385,3137
hnp,sweeping,2,32,0.23809523809523808,85.30000000000004,4,0.04,70,0.7,100,0.007713337743189186,3237
hnp,sweeping,2,33,0.23255813953488372,89.70000000000006,2,0.02,65,0.65,100,0.006737753816414624,3337
hnp,sweeping,2,34,0.22727272727272727,87.80000000000005,3,0.03,64,0.64,100,0.008205205543199555,3437
hnp,sweeping,2,35,0.2222222222222222,81.30000000000003,6,0.06,70,0.7,100,0.008574111182242631,3537
hnp,sweeping,2,36,0.2173913043478261,87.30000000000008,3,0.03,69,0.69,100,0.007339369552209973,3637
hnp,sweeping,2,37,0.2127659574468085,90.20000000000009,1,0.01,79,0.79,100,0.008847376916091889,3737
hnp,sweeping,2,38,0.20833333333333334,83.80000000000003,5,0.05,67,0.67,100,0.008549418933689594,3837
hnp,sweeping,2,39,0.2040816326530612,91.50000000000007,1,0.01,66,0.66,100,0.006813805897254496,3937
hnp,sweeping,2,40,0.2,91.70000000000006,1,0.01,64,0.64,100,0.008028400347102433,4037
hnp,sweeping,2,41,0.19607843137254904,89.30000000000007,2,0.02,69,0.69,100,0.008178190528415143,4137
hnp,sweeping,2,42,0.1923076923076923,88.60000000000002,3,0.03,56,0.56,100,0.0068478955538012086,4237
hnp,sweeping,2,43,0.18867924528301888,87.40000000000005,3,0.03,67,0.67,100,0.0071503439871594306,4337
hnp,sweeping,2,44,0.18518518518518517,91.50000000000003,1,0.01,66,0.66,100,0.0065288300788961355,4437
hnp,sweeping,2,45,0.18181818181818182,89.80000000000004,2,0.02,64,0.64,100,0.0069981699693016704,4537
hnp,sweeping,2,46,0.17857142857142858,86.60000000000004,4,0.04,57,0.57,100,0.007315441104583442,4637
hnp,sweeping,2,47,0.17543859649122806,92.40000000000006,1,0.01,57,0.57,100,0.007861994314007461,4737
