record_type,profile_order,model,jammer_mode,profiling_seed,profiling_seed_role,training_data_scope,validation_loaded_not_used_for_training,train_episodes,episode_length,environment_steps,optimizer_updates,cpu_intraop_threads,cpu_interop_threads,agent_initialization_wall_seconds,training_loop_wall_seconds,agent_init_plus_training_wall_seconds,trainable_parameters,parameter_bytes,registered_buffer_bytes,inference_persistent_tensor_bytes,inference_persistent_tensor_bytes_scope,canonical_train_seed,checkpoint_path,checkpoint_sha256,checkpoint_bytes,latency_input,latency_warmup,latency_repetitions,latency_synchronization,gpu_latency_pacing_seconds,gpu_latency_pacing_scope,gpu_utilization_intent,batch1_cpu_latency_ms_median,batch1_cpu_latency_ms_mean,batch1_cpu_latency_ms_p05,batch1_cpu_latency_ms_p95,batch1_gpu_latency_ms_median,batch1_gpu_latency_ms_mean,batch1_gpu_latency_ms_p05,batch1_gpu_latency_ms_p95,serialized_state_bytes,serialized_state_bytes_role,checkpoint_bytes_role
canonical_checkpoint_inference,21,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",2.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed2.pt,2d070bc4587e424662820018594ddba42a35630f6c585d8ccba8bd8a1687ca0b,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0693,0.07398600000000001,0.0668,0.07740999999999999,1.13375,1.4123033,0.761965,2.9822849999999996,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,22,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",3.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed3.pt,e1f9e4120d409577d680e581f0ce6e7a223dc3c2cb056b976b823f552199264f,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0838,0.1167333,0.0663,0.2825799999999999,1.12405,1.3769719,0.765365,2.8387049999999983,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,23,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",4.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed4.pt,a6df4286e2e500b3c625aa24c12d690cfb7a36f88a0dccefc17907ba15ffe584,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0844,0.0895218,0.068295,0.13105499999999995,1.16405,1.4226843999999998,0.77043,3.0054899999999996,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,24,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",5.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed5.pt,20736b6168f4ea4559eb15329d7f768e2377284b10b8bc5f4fa014c7483f9d13,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0871,0.11200039999999999,0.0685,0.20281,1.15705,1.4176745000000002,0.7737700000000001,2.891064999999999,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,25,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",6.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed6.pt,c8f812764def234fef6f2317bf6e6878ad71d8f1fe224272aba5a3fe29fc04fe,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0714,0.0802355,0.0674,0.1082,1.1715,1.4184317000000002,0.77798,2.8607799999999983,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,26,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",7.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed7.pt,8625b3253344be0ff9b3d82f18fcf6b423f69d9b883cb09a33ae250578339629,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.07145,0.0843994,0.0655,0.119305,1.1259,1.3820302000000002,0.7745949999999999,2.8885799999999997,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,27,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",8.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed8.pt,c24435760db28852ccefa95d965bfe7a4d38ca90cbbabdaf54bdfaf58b08045d,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.06975,0.0801194,0.0664,0.10461,1.1344500000000002,1.3543228999999999,0.78116,2.6146599999999984,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,28,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",9.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed9.pt,588404ebf7d4729ee94c47743f48c451f28532cf08eab15bb7462d0c1aef7a8a,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0857,0.093529,0.0674,0.12684499999999987,1.1350500000000001,1.4193231000000002,0.785195,3.0565649999999995,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,29,matched,random,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",10.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_random_seed10.pt,a2e53f1d845b9536168a3355cfd75e9654f06bffae8176541801ab42bb731df0,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.07635,0.11745260000000002,0.0676,0.3457399999999999,1.1713,1.4344137999999997,0.765065,3.1140849999999993,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,30,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",1.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed1.pt,6712061a90e692d39081dfd091568bd88a1d52fc6271ff7bc0c140e56eeb0b54,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.073,0.09164839999999999,0.0667,0.12920999999999988,1.20815,1.4846295,0.772795,3.1204649999999976,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,31,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",2.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed2.pt,e80aab1c2867e354dc474804d27b4570c5bceff4195b4084b024d688136d24aa,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0837,0.0859936,0.0666,0.11111,1.2102,1.4698606,0.77197,3.0685299999999995,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,32,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",3.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed3.pt,c3dcd9d7f3163f7db90dd56b49b9b638eed99e120dfb09969c021ec9e78a97c8,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0707,0.07580279999999999,0.0681,0.09642999999999997,1.19325,1.4483157000000002,0.775895,3.1444649999999994,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,33,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",4.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed4.pt,7cb3638e3e390aa93d3967e348181dd0239138dfcf1c158d25b5f911012409cb,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0859,0.0934257,0.068,0.135805,1.16,1.4405440999999999,0.76722,3.0788999999999977,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,34,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",5.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed5.pt,d9bc41c3269e059b2b795a1d204d6530bed6a12f02d5dfe7eca5d4891fa93ca6,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.07444999999999999,0.09314689999999999,0.0671,0.16462,1.2096,1.5181251999999998,0.76865,3.4265749999999966,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,35,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",6.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed6.pt,523f663af8a2f76dfd8dad86989a7ab138f5b32fc8c36461898f48a983164bc5,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0874,0.1054863,0.0689,0.16917499999999994,1.13565,1.3858249999999999,0.77139,2.8749449999999994,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,36,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",7.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed7.pt,923c70cbbdc7e324acec3fcb59c93d28bebef349b06043be456f4630b24ec3eb,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0863,0.1169666,0.0684,0.28694999999999904,1.1402,1.4351681,0.7862,3.138939999999999,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,37,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",8.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed8.pt,924c8c3bddee49a34faf4398e844fa12cb86454fda8633f681818f2868be8010,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.0864,0.0934153,0.0702,0.12861499999999998,1.13995,1.4188849000000001,0.777,3.008415,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,38,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",9.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed9.pt,803ab28b357f75463b24ac52b5ad129bb527a079e7088e0a8eb94c8b17558910,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.08685000000000001,0.1053865,0.0685,0.19280999999999998,1.2143000000000002,1.4841118999999998,0.772115,3.1757649999999975,139309.0,"storage size, not memory","storage size, not memory"
canonical_checkpoint_inference,39,matched,sweeping,,engineering cost-profiling seeds only; not units for policy-performance inference,,,,,,,,,,,,32691,130764,2432,133196,"parameters + registered buffers only; excludes activations, optimizer state, framework/runtime objects, temporary workspaces, and allocator overhead",10.0,04_正式结果与审计\formal_artifacts\primary\checkpoints\matched_sweeping_seed10.pt,61f2cf1178014f8ff4ab6cdff1b7fd7f1402d2322e867f365f6a9bb6a6088153,551115.0,batch-1 all-zero normalized 48D observation,200.0,1000.0,per-forward torch.cuda.synchronize,0.005,fixed sleep after every GPU warm-up forward+sync and after every recorded GPU forward+sync; sleep occurs outside the recorded latency interval,"5 ms fixed pacing is designed to keep average utilization substantially below 85% on an otherwise idle, exclusively profiled GPU; external GPU load invalidates that operating condition",0.08715,0.1190689,0.068895,0.2624149999999998,1.1811,1.4491813000000002,0.76993,3.09095,139309.0,"storage size, not memory","storage size, not memory"
