condition,condition_role,distance_cm,power_dbm,jammer_mode,method,method_label,role,point_type,train_seed,n_training_seeds,n_fixed_trajectories_per_seed,return,ci95_low,ci95_high,return_sd_descriptive,collision_rate,switch_rate,color,marker,hollow,condition_order,jammer_order,method_order,point_order
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,3.0,10,20,97.27500000000002,,,,0.001,0.2525,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,4.0,10,20,96.09500000000004,,,,0.0,0.3904999999999999,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,5.0,10,20,98.11000000000004,,,,0.0,0.189,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,6.0,10,20,97.57500000000005,,,,0.0005,0.2325,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,7.0,10,20,97.63500000000003,,,,0.0,0.2365,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,8.0,10,20,97.47500000000002,,,,0.001,0.2325,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,9.0,10,20,97.35000000000004,,,,0.0005,0.255,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,individual_training_seed,10.0,10,20,96.42000000000004,,,,0.0005,0.348,#D55E00,s,False,1,1,1,0
distance_shift_40cm_10dBm,cross_configuration,40,10,random,matched,Capacity-matched MLP,learned,training_seed_mean_t95ci,,10,20,97.03150000000004,96.3896489200798,97.67335107992028,0.8972459405189679,0.0005500000000000001,0.28589999999999993,#D55E00,s,False,1,1,1,1
distance_shift_40cm_10dBm,cross_configuration,40,10,random,threshold,Threshold / hysteresis,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,97.08500000000004,,,0.46710192734168143,0.0,0.2915,#009E73,^,False,1,1,2,1
distance_shift_40cm_10dBm,cross_configuration,40,10,random,max_quality,Maximum measured quality,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,96.11000000000004,,,0.5590405314370843,0.0,0.389,#E69F00,v,False,1,1,3,1
distance_shift_40cm_10dBm,cross_configuration,40,10,random,stay,Stay,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,74.8,,,7.149530717025014,0.126,0.0,#56B4E9,<,False,1,1,4,1
distance_shift_40cm_10dBm,cross_configuration,40,10,random,random,Random,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,67.59999999999995,,,6.1998302183884375,0.12349999999999998,0.876,#CC79A7,>,False,1,1,5,1
distance_shift_40cm_10dBm,cross_configuration,40,10,random,jammer_greedy,Jammer-aware greedy (privileged),privileged-current-label,fixed_trajectory_mean_no_seed_ci,,0,20,98.77000000000001,,,0.4027536794565423,0.0,0.123,#009E73,D,True,1,1,7,1
distance_shift_40cm_10dBm,cross_configuration,40,10,random,clairvoyant_oracle,Clairvoyant DP (privileged upper bound),privileged-full-sequence,fixed_trajectory_mean_no_seed_ci,,0,20,99.55999999999999,,,0.09947229183096866,0.0,0.044000000000000004,#000000,*,True,1,1,8,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,1.0,10,20,96.00500000000002,,,,0.0095,0.21,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,2.0,10,20,97.80500000000004,,,,0.0,0.2194999999999999,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,3.0,10,20,95.93500000000004,,,,0.001,0.3875,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,4.0,10,20,98.66000000000004,,,,0.0,0.134,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,5.0,10,20,97.41000000000004,,,,0.0,0.259,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,6.0,10,20,97.76500000000004,,,,0.0,0.2234999999999999,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,7.0,10,20,97.89,,,,0.0,0.211,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,8.0,10,20,97.51500000000004,,,,0.0,0.2485,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,9.0,10,20,95.77500000000003,,,,0.0,0.4225,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,individual_training_seed,10.0,10,20,98.12500000000004,,,,0.0,0.1875,#0072B2,o,False,2,1,0,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,hnp,HNP-DQN,learned,training_seed_mean_t95ci,,10,20,97.28850000000003,96.56239600196798,98.01460399803207,1.0150233987450732,0.00105,0.25029999999999997,#0072B2,o,False,2,1,0,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,1.0,10,20,97.73500000000004,,,,0.0,0.2265,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,2.0,10,20,98.02500000000003,,,,0.0,0.1975,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,3.0,10,20,97.70500000000004,,,,0.0,0.2294999999999999,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,4.0,10,20,97.66500000000002,,,,0.0,0.2334999999999999,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,5.0,10,20,98.49500000000002,,,,0.0,0.1505,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,6.0,10,20,96.17000000000004,,,,0.0,0.383,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,7.0,10,20,98.21500000000002,,,,0.0,0.1785,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,8.0,10,20,98.10000000000002,,,,0.0025,0.1399999999999999,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,9.0,10,20,97.31000000000004,,,,0.0,0.269,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,individual_training_seed,10.0,10,20,97.86500000000004,,,,0.0,0.2135,#D55E00,s,False,2,1,1,0
power_shift_20cm_5dBm,cross_configuration,20,5,random,matched,Capacity-matched MLP,learned,training_seed_mean_t95ci,,10,20,97.72850000000003,97.27122753021077,98.18577246978928,0.6392228354285567,0.00025,0.22214999999999993,#D55E00,s,False,2,1,1,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,threshold,Threshold / hysteresis,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,96.70000000000003,,,1.4610738660674478,0.002,0.29,#009E73,^,False,2,1,2,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,max_quality,Maximum measured quality,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,95.75000000000004,,,1.1404062064849843,0.0015,0.39499999999999996,#E69F00,v,False,2,1,3,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,stay,Stay,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,75.4,,,6.556635851121406,0.123,0.0,#56B4E9,<,False,2,1,4,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,random,Random,ordinary,fixed_trajectory_mean_no_seed_ci,,0,20,66.67499999999995,,,6.46577019468885,0.1285,0.876,#CC79A7,>,False,2,1,5,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,jammer_greedy,Jammer-aware greedy (privileged),privileged-current-label,fixed_trajectory_mean_no_seed_ci,,0,20,98.80500000000002,,,0.2665076280136676,0.0,0.11950000000000002,#009E73,D,True,2,1,7,1
power_shift_20cm_5dBm,cross_configuration,20,5,random,clairvoyant_oracle,Clairvoyant DP (privileged upper bound),privileged-full-sequence,fixed_trajectory_mean_no_seed_ci,,0,20,99.55499999999999,,,0.06048053188292649,0.0,0.044500000000000005,#000000,*,True,2,1,8,1
